manufacturer,mini_itx,micro_atx,atx,extended_atx,steel,plastic,aluminum,Color:,description,with_power_supply,psu_mount_location,psu_wattage,filter,expansion_slots,weight,side_panel_window,,front_ports,Model #:,internal_3_5_drive_bays,external_5_25_drive_bay,external_3_5_drive_bay,"Internal 2.5"" Drive Bays:",power_supply_mount_location,Removable Filter:,Type,Dimensions (H x W x D):,200mm Fans,140mm Fans,120mm Fans,90mm Fans:,80mm Fans:,40mm Fans,Radiator Support
Fractal Design,,,1,,1,,,,Fractal Design Define XL R2 FD-CA-DEF-XL-R2-BL Black/Pearl Steel ATX Full Tower Computer Case,No,,,,,,No,2 x USB 3.0 / 2 x USB 2....,,FD-CA-DEF-XL-R2-BL,,4,,,Bottom,,Full Tower,,,,,,,,
Zalman Tech Co. Ltd,,,1,,1,1,,,ZALMAN Z11 Plus Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 2 x USB 2....,,Z11 Plus,,4,,,Bottom,,,,,,,,,,
Fractal Design,,,1,,1,,,,Fractal Design Define XL R2 FD-CA-DEF-XL-R2-TI Titanium Grey Steel ATX Full Tower Computer Case,No,,,,,,No,2 x USB 3.0 / 2 x USB 2....,,FD-CA-DEF-XL-R2-TI,,4,,,Bottom,,Full Tower,,,,,,,,
NZXT,,,1,,1,1,,,NZXT Phantom 820 Series CA-PH820-M1 Matte Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 4 x USB 2....,,CA-PH820-M1,,4,,,Bottom,,Full Tower,,,,,,,,
NZXT,,,1,,1,1,,White,NZXT Phantom 820 Series CA-PH820-W1 White Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 4 x USB 2....,,CA-PH820-W1,,4,,,Bottom,,Full Tower,,,,,,,,
NZXT,,,1,,1,1,,,NZXT Phantom 820 Series CA-PH820-G1 Gunmetal Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 4 x USB 2....,,CA-PH820-G1,,4,,,Bottom,,Full Tower,,,,,,,,
Enermax,,,1,,,,,,ENERMAX ECA5030A-B Black ATX Full Tower Computer Case,,,,,,,,2 x USB 3.0 + 4 x USB 2....,2 x USB 3.0 + 4 x USB 2.0 HD Audio,ECA5030A-B,"6 (1 x 3.5"" converted from 5.25"" adapter)",4,,"8 (5 converted from 5 x 3.5"" 2 converted from 5.25"" adapter 1 behind M/B panel)",,,Full Tower,,,,,,,,
Corsair,,,1,,,,1,,Corsair Obsidian Series 900D CC-9011022-WW Black Aluminum ATX Super Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 4 x USB 2.0...,,CC-9011022-WW,,4,,,Bottom,,,,,,,,,,
NZXT,,,1,,1,1,,White,Refurbished: NZXT Phantom 820 Series CS-NT-PHAN-820-W White Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 4 x USB 2.0...,,CS-NT-PHAN-820-W,,4,,,Bottom,,Full Tower,,,,,,,,
Logisys Computer,,,1,,,,,,LOGISYS Computer CS888CL Transparent Clear Acrylic ATX Mid Tower Computer Case Pre-Assembled,No,,,,,,Yes,2 x USB2.0 ; 2 x Audio F...,,CS888CL,,4,,,Top,,,,,,,,,,
Logisys Computer,,,1,,,,,,LOGISYS Computer CS888UVBL Blue Clear Acrylic ATX Mid Tower Computer Case Pre-Assembled,No,,,,,,Yes,2 x USB2.0 ; 2 x Audio F...,,CS888UVBL,,4,,,Top,,,,,,,,,,
APEVIA CORP.,,,1,,1,,,black/green,APEVIA X-Hermes X-HERMES-GN Black/Green Steel ATX Mid Tower Computer Case w/ Side Window-Green,No,,,,,,Yes,2 x USB2.0 / 1 x USB3.0 ...,,X-HERMES-GN,,4,,,Bottom,,,,,,,,,,
Compucase,,1,,,,,,,HEC Vigilance Black 0.5 mm Thickness SGCC MicroATX Mini Tower Computer Case with Dual 8cm Fan 2x USB2.0 and HD Audio,No,,,,,,No,,,Vigilance,,2,,,Top,,,,,,,,,,
Athenatech U.S.A. Inc.,,1,,,1,1,,,Athenatech SS-PS08 Black Steel / Plastic MicroATX Mid Tower Case mATX No PSU,No,,,,,,No,,,SS-PS08,,2,,,Top,,,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX Vortex V4 ATX-404WY Black Steel / Plastic ATX Mid Tower Computer Case,No,Top,,,,,,,,ATX-404WY,3,2,,,,,,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX Vortex ATX-404WB Black Steel / Plastic ATX Mid Tower Computer Case,No,Bottom,,,,,,,,ATX-404WB,3,2,,,,,,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX ATX-404WU Black Steel / Plastic ATX Mid Tower Computer Case,No,Bottom,,,,,,,,ATX-404WU,3,2,,,,,,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX Vortex ATX-403WB Black Steel / Plastic ATX Mid Tower Computer Case,No,Bottom,,,,,,,,ATX-403WB,3,2,,,,,,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX ATX-404WR Black Steel / Plastic ATX Mid Tower Computer Case,No,Bottom,,,,,,,,ATX-404WR,3,2,,,,,,,,,,,,,
Thermaltake,,,1,,,,,,Thermaltake CA-1B1-00M1WN-01 Black SPCC ATX Mid Tower Computer Case,Standard PS2 PSU (optional),,,,,,Transparent Window,,,CA-1B1-00M1WN-01,"3 x 3.5"" or 2.5""",2,,,,,,,,,,,,,
Cooler Master,,,1,,,,,,Cooler Master N400 - Mid Tower Computer Case with ATX Motherboard Support Multiple 240mm Radiator Support and Ventilated Front Panel,,,,,,,,,,NSE-400-KKN2 (N400),7,2,,3,,,,,,,,,,,
Silverstone,,1,,,1,1,,,SilverStone PRECISION Series PS09B Black Steel / Plastic MicroATX Mid Tower Computer Case with Foam Padded Side Panel,No,,,,,,No,,,PS09B,4,2,,,,,,,,,,,,,
Zalman Tech Co. Ltd,,,1,,1,1,,,ZALMAN Z12 Plus Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,,,Z12 Plus,,4,,,Bottom,,,,,,,,,,
Silverstone,,1,,,1,1,,,SilverStone TEMJIN Series TJ08B-EW Black Steel / Plastic MicroATX Mini Tower Computer Case,No,,,,,,Yes,,,TJ08B-EW,,2,1,,,,,,,,,,,,
Thermaltake,,1,,,,,1,,Thermaltake Urban SD1 Black SECC & Aluminum MicroATX Mini Tower Computer Case (CA-1A9-00S1NN-00),Standard PS2 PSU (optional),,,,,,No,,,CA-1A9-00S1NN-00,,2,1,,,,,,,,,,,,
Thermaltake,,1,,,,,,,Thermaltake Armor A30i - Red Red SECC / AL MicroATX Mini Tower Computer Case (VM700A3W2N),No,,,,,,Yes,,,VM700A3W2N,,2,,,Top,,,,,,,,,,
Thermaltake,,1,,,,,,,Thermaltake Armor A30i - Black Black SECC / AL MicroATX Mini Tower Computer Case (VM700A1W2N),No,,,,,,Yes,,,VM700A1W2N,,2,,,Top,,,,,,,,,,
Silverstone,,1,,,1,,,,SilverStone Sugo Series SG02B-F-USB3.0 ABS / SECC Steel MicroATX Desktop Computer Case with 2 x USB3.0 ports (Black),No,,,,,,No,,,SST-SG02B-F-USB3.0,,2,,,Top,,,,,,,,,,
Thermaltake,,,,,,,,,Thermaltake Core V71 Extreme Full Tower Chassis Compatible With Extreme Liquid Cooling Builds (CA-1B6-00F1WN-00),No,,,,,,Transparent Window,,,CA-1B6-00F1WN-00,,2,,,Bottom,,Full Tower,,,,,,,,
COUGAR,,,1,,,,,,COUGAR Archon Black ATX Mid Tower Computer Case,No,Front,,,,,,,,Archon,3,2,,,,,,,,,,,,,
XION,,,1,,,,,,XION X-313 Black SECC ATX Mid Tower Computer Case,No,,,,,,,,,X-313,3,2,,,,,,,,,,,,,
XION,,1,,,,,,,XION XON-560 mATX/ ITX Meshed Mini Tower Case USB 3.0 White/Blue LED,No,,,,,,No,,,XON-560-WT,,2,,,Bottom,,,,,,,,,,
COUGAR,,1,,,1,,,,COUGAR MG100 Black Steel MicroATX Mini Tower Computer Case,No,Bottom,,,,,,,,MG100,,2,1,,,,,,,,,,,,
COUGAR,,1,,,1,1,,,COUGAR Spike Black Steel / Plastic MicroATX Mini Tower Gaming Case with USB 3.0 and 12CM Cougar Fan,No,,,,,,No,,,Spike,,2,,,Top,,,,,,,,,,
XIGMATEK,,,1,,1,1,,,Xigmatek Shockwave EN5988 Black Steel / Plastic ATX Mid Tower Computer Case,No,Top,,,,,,,,EN5988,4,2,,,,,,,,,,,,,
Thermaltake,,,1,,,,,,Thermaltake Versa H24 CA-1C1-00M1NN-00 Black SPCC ATX Gaming Mid Tower Computer Case,,,,,,,No,,,CA-1C1-00M1NN-00,,2,,3,,,,,,,,,,,
Thermaltake,,,1,,,,,,Thermaltake Versa H25 CA-1C2-00M1NN-00 Black SPCC ATX Gaming Mid Tower Computer Case,,,,,,,No,,,CA-1C2-00M1NN-00,,2,,3,,,,,,,,,,,
Thermaltake,,,1,,,,,,Thermaltake Versa H25 CA-1C2-00M1WN-00 Black w/ Window SPCC ATX Gaming Mid Tower Computer Case,,,,,,,Yes,,,CA-1C2-00M1WN-00,,2,,3,,,,,,,,,,,
XIGMATEK,,,1,,1,,,,Xigmatek Aquila NVIDIA _研 GeForce GTX Black Steel Micro-ATX Cube Chassis Special Edition EN5520,No,Bottom-front,,,,,,,,EN5520,2 compatible with 2.5_褲,,,2,,,,,,,,,,,
Lian-Li,,,1,,,,1,,LIAN LI PC-A79B Black Aluminum ATX Full Tower Computer Case,No,,,,,,No,,,PC-A79B,,12,,,Bottom,,Full Tower,,,,,,,,
Antec,,,1,,,,,Green,Antec GX GX 700 Black and military green ATX Mid Tower Case,,,,,,,Yes,- 2 x USB 3.0 - 2 x USB ...,- 2 x USB 3.0 - 2 x USB 2.0 - Audio In/Out - Fan controller,GX700,"5 x 3.5"" tool-less HDD tray each with 2.5"" SSD/HDD mount",4,,,,,,,,,,,,,
Thermaltake,,,1,,,1,,Black/Red,Thermaltake V3 Black AMD Edition VL800P1W2N Black / Red SECC / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 / 1 x USB 2....,,VL800P1W2N,,4,,,Bottom,,,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX ATX-321WB Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 / 1 x USB 2....,,ATX-321WB,,4,,,Bottom,,,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX Altas ATX-295WU Blue / Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 / 1 x USB 2....,,ATX-295WU,,4,,,Bottom,,,,,,,,,,
AZZA,,,1,,1,,,,AZZA Hurrican 2000R SAZ-2000R Black (exterior)/Red (interior) SECC Japanese Steel ATX Full Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 / 2 x USB 2....,,SAZ-2000R,,4,,,Bottom,,Full Tower,,,,,,,,
Raidmax,,,1,,1,1,,White,RAIDMAX Blackstorm ATX-615WW White Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 1 x USB 2.0...,,ATX-615WW,,4,,,Top,,,,,,,,,,
Enermax,,,1,,,,,Black/Red,ENERMAX OSTROG ECA3253-BR Black/Red SGCC / SECC ATX Mid Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 3 x USB 2.0...,,ECA3253-BR,,4,,,Bottom,,,,,,,,,,
Enermax,,,1,,,,,Black / White,ENERMAX OSTROG ECA3253-BW Black / White SGCC / SECC ATX Mid Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 3 x USB 2.0...,,ECA3253-BW,,4,,,Bottom,,,,,,,,,,
GIGABYTE,,,,,,,,,GIGABYTE GZ-PD Plus Black ABS / SECC Computer Case,No,,,,,,,1xUSB 3.0+1xUSB 2.0 / 1 ...,,GZ-PD Plus,4,4,,,,,,,,,,,,,
XIGMATEK,,,,,1,1,,,Elysium CCC-HSA0DS-U01 Black Steel / Plastic Computer Case,No,Bottom,,,,,,,,CCC-HSA0DS-U01,"8 compatible with 2.5_褲 using 6 external 5.25"" bays",12,,,,,,,,,,,,,
Lian-Li,,,1,,,,1,,LIAN LI PC-7B plus II Black Aluminum ATX Mid Tower Computer Case,No,,,,,,No,,,PC-7B plus II,,4,,,Top,,,,,,,,,,
NZXT,,,1,,1,1,,White,NZXT Phantom PHAN-001WT White Steel / Plastic Enthusiast ATX Full Tower Computer Case,No,Top,,,,,,1 x HD Audio/Mic 2 x US...,,PHAN-001WT,,5,No,,,,Full Tower,,,,,,,,
Rosewill,,,1,,,,,,Rosewill THOR V2 ATX Full Tower Computer Case - Gaming - Supports up to E-ATX / XL-ATX Four Preinstalled Fans - 1 x Front Red LED 230mm Fan 1 x Top 230mm Fan 1 x Side 230mm Fan 1 x Rear 140mm Fan,No,,,,,,No,2 x USB 3.0 2 x USB 2.0...,,THOR V2,,6-May,,,Bottom,,Full Tower,,,,,,,,
Rosewill,,,1,,,,,,Rosewill THOR V2-W Gaming ATX Full Tower Computer Case White Edition - Supports Up to E-ATX / XL-ATX Comes with Four Fans,No,,,,,,No,2 x USB 3.0 2 x USB 2.0...,,THOR V2-W,,6-May,,,Bottom,,Full Tower,,,,,,,,
Rosewill,,,1,,,,,,Rosewill Computer Case - LINE GLOW - Dual USB 3.0 Ports 4 Fans Included Up to 7 Total - ATX Mid Tower,No,,,,,,No,2 x USB 3.0 2 x USB 2.0...,,LINE GLOW,,2 (3),,,Bottom,,,,,,,,,,
Rosewill,,,,,1,,1,Silver,Rosewill Computer Case - Legacy W1-S - Mini -ITX Tower Aluminum & Steel Dual-Fan Silver,No,,,,,,No,2 x USB 3.0 Ports Audio...,,Legacy W1-S,4,,,2,,,,,,,,,,,
Corsair,,,,,,,,,Corsair Graphite Series 600T CC600TM Graphite Grey Mid-Tower Gaming Case,No,,,,,,Yes,,,CC600TM,,4,,,Bottom,,,,,,,,,,
Rosewill,,,1,,,,,,Rosewill BLACKHAWK - Gaming ATX Mid Tower Computer Case Blue Edition - Five Fans Included Side Window Panel Top HDD Dock,No,,,,,,Yes,2 x USB 3.0 (20-Pin Inte...,,BLACKHAWK-BLUE,,3,,,Bottom,,,,,,,,,,
Compucase,,1,,,1,,,,HEC 6T Series 6T10LOH400 Black SECC Steel MicroATX Mini Tower Computer Case with E-SATA included 400W Power Supply,Yes,,,,,,No,2 x USB 2.0 / Audio / 1 ...,,6T10LOH400,,2,,,Top,,,,,,,,,,
COUGAR,,,1,,1,,,,COUGAR SolutionRSB400 Black Steel ATX Mid Tower Computer Case Haswell ready 400W Power Supply,Yes,,,,,,No,1 x USB 3.0 / 1 x USB 2....,,SolutionRSB400,,3,,,Bottom,,,,,,,,,,
Cooler Master,,,,,,,,,Cooler Master Elite 311 - Mid Tower Computer Case with 420W Power Supply and Blue Trim,Yes,,,,,,No,2 x USB 2.0 / Audio Fron...,,RC-311B-BKR420,,3,,,Bottom,,,,,,,,,,
APEVIA CORP.,,1,,,1,,,,APEVIA X-TROOPER Junior Series X-TRPJR-NW-BK/450 Black Steel MicroATX Mid Tower Computer Case 450W Power Supply,Yes,,,,,,No,2 x USB 2.0 / Audio Fron...,,X-TRPJR-NW-BK/450,,2,,,Top,,,,,,,,,,
APEVIA CORP.,,,1,,1,,,,APEVIA X-TROOPER Junior Series X-TRPJR-BK Black  Steel Micro ATX Mid Tower Computer Case W/450W Power Supply,Yes,,,,,,Yes,2 x USB 2.0 2 x HD Audi...,,X-TRPJR-BK/450,,2,,,Top,,,,,,,,,,
Thermaltake,,,1,,1,1,,,Thermaltake VM54521N2U Black Steel / Plastic ATX Mid Tower Computer Case 450W Power Supply,Yes,,,,,,No,2 x USB 2.0 Audio Front...,,VM54521N2U,,3,,,Top,,,,,,,,,,
Rosewill,,,1,,,,,,Rosewill Computer Case - FBM-01-450P - Mini Tower Micro ATX 450W PSU Included Dual-Fan,Yes standard ATX PS2,,,,,,No,2 x USB 2.0 Front Audio...,,FBM-01-450P,,2,1,,,,,,,,,,,,
Logisys Computer,,,1,,1,1,,,LOGISYS Computer CS308RD Red / Black Steel / Plastic ATX Mid Tower Computer Case 480W Power Supply,Yes,,,,,,Yes,2 x USB 2.0 / Audio Fron...,,CS308RD,,4,,,Top,,,,,,,,,,
Logisys Computer,,1,,,,,,,LOGISYS Computer CS706BK Black SECC mATX Mid Tower/Micro ATX Mid Tower Computer Case 480W Power Supply,Yes,,,,,,,2 x USB 2.0 1 x USB 3.0...,,CS706BK,4,1,,3,,,,,,,,,,,
Logisys Computer,,,,,1,1,,,LOGISYS Computer 368 SOHO CS368BB Black / Blue Steel / Plastic Computer Case 480W Power Supply,Yes,,,,,,No,2 x USB 2.0 Audio Fron...,,CS368BB,,3,,,Bottom,,,,,,,,,,
Logisys Computer,,,1,,1,,,,LOGISYS Computer CS368RB Red & Black Steel ATX Mid Tower Computer Case 480W Power Supply,Yes,,,,,,No,2 x USB 2.0 Audio Front...,,CS368RB,,3,,,Bottom,,,,,,,,,,
NZXT,,,1,,1,1,,black/green,NZXT Crafted Series Phantom Black/Green Steel / Plastic ATX Full Tower Computer Case,No,,,,,,No,2 x USB 2.0 / Audio / 1 ...,,Phantom,,5,,,Bottom,,Full Tower,,,,,,,,
Phanteks Company,,,1,,1,,1,black/green,Phanteks PH-ES813P_SGR Black/Green Aluminum / Steel ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 2 x USB 2....,,PH-ES813P_SGR,6,5,,,,,Full Tower,,,,,,,,
Phanteks Company,,,1,,1,,1,Black/Red,Phanteks PH-ES813P_SRD Black/Red Aluminum / Steel ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 2 x USB 2....,,PH-ES813P_SRD,6,5,,,,,Full Tower,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX Vampire ATX-001WBTi Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 2 x USB 2....,,ATX-001WBTi,,5,,,Bottom,,Full Tower,,,,,,,,
Raidmax,,,1,,1,1,,White,RAIDMAX Vampire ATX-001WWTi White Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB 3.0 / 2 x USB 2....,,ATX-001WWTi,,5,,,Bottom,,Full Tower,,,,,,,,
Phanteks Company,,,1,,1,,1,,Phanteks Phanteks Enthoo Series Primo Aluminum PH-ES813P_BL Black w/ Blue LED Aluminum faceplates / Steel chassis ATX Full Tower Computer Case,No,,,,,,yes ( split-window design),2 x USB 3.0 2 x USB 2.0...,,PH-ES813P_BL,6,5,,,,,Full Tower,,,,,,,,
APEVIA CORP.,,,1,,1,,,Green,APEVIA X-CRUISER3 X-CRUISER3-GN Black Steel ATX Mid Tower Computer Case w/ Side Window-Green,No,,,,,,Yes,2 x USB2.0 / 1 x USB3.0 ...,,X-CRUISER3-GN,,5,,,Bottom,,,,,,,,,,
APEVIA CORP.,,,1,,1,,,,APEVIA X-CRUISER3 X-CRUISER3-PK Black Steel ATX Mid Tower Computer Case w/ Side Window-Pink,No,,,,,,Yes,2 x USB2.0 / 1 x USB3.0 ...,,X-CRUISER3-PK,,5,,,Bottom,,,,,,,,,,
APEVIA CORP.,,,1,,1,,,,APEVIA X-CRUISER3 X-CRUISER3-RD Black Steel ATX Mid Tower Computer Case w/ Side Window-Red,No,,,,,,Yes,2 x USB2.0 / 1 x USB3.0 ...,,X-CRUISER3-RD,,5,,,Bottom,,,,,,,,,,
APEVIA CORP.,,,1,,1,,,,APEVIA X-CRUISER3 X-CRUISER3-BL Black Steel ATX Mid Tower Computer Case w/ Side Window-Blue,No,,,,,,Yes,2 x USB2.0 / 1 x USB3.0 ...,,X-CRUISER3-BL,,5,,,Bottom,,,,,,,,,,
APEVIA CORP.,,,1,,1,,,Silver,APEVIA X-CRUISER3 X-CRUISER3-AL Silver Steel ATX Mid Tower Computer Case w/ Side Window-Silver,No,,,,,,Yes,2 x USB2.0 / 1 x USB3.0 ...,,X-CRUISER3-AL,,5,,,Bottom,,,,,,,,,,
Raidmax,,,1,,1,,,White,RAIDMAX AGUSTA ATX-605BW Black/White Steel ATX Full Tower Computer Case,No,,,,,,No,2 x USB2.0 / 2 x AUDIO /...,,ATX-605BW,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix BFC-CLS-500-KKWR1-RP Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB3.0 2 x USB2.0 ...,,BFC-CLS-500-KKWR1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,Black/Red,BitFenix Colossus Black / Red/Blue LED / Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,No,2 x USB3.0 2 x USB2.0 ...,,BFC-CLS-600-KKLB1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,Green,BitFenix Colossus Venom Window / Green LED / Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,2 x USB3.0 2 x USB2.0 ...,,BFC-CLS-500-KKWG1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,White,BitFenix Colossus White / Red/Blue LED / White Steel / Plastic ATX Full Tower Computer Case,No,,,,,,No,2 x USB3.0 2 x USB2.0 ...,,BFC-CLS-600-WWLB1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix BFC-CLS-600-KKLG1-RP Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,No,2 x USB3.0 2 x USB2.0 ...,,BFC-CLS-600-KKLG1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
In Win,,,,,,,,,In Win BP655 mini ITX case with IP-S200FF1-0 H Haswell Ready power supply 8cm Fan Black TAC 2.0 Front USB 2.0X2 HD audio,Yes,Top,200W Power Supply,,,,,,,BP655.FH200B,"1 x 3.5"" HDD (1 T) 1 x 3.5"" HDD (0.8 T)",1,,,,,,,,,,,,,
In Win,,,,,,,,,In Win BP671 mini ITX case with IP-S200FF1-0 H Haswell Ready power supply 8cm Fan Black TAC 2.0 Front USB 2.0X2 HD audio,Yes Standard TFX 12V IP-S200DF1-0,,200W Power Supply,,,,No,,,BP671.FH200B,,1,No,,,,,,,,,,,,
APEX (SUPERCASE/ALLIED),,,1,,1,,,,APEX SK-386 Black Steel ATX Mid Tower Computer Case 300W Power Supply,Yes,,300W Power Supply,,,,No,,,SK-386,,4,,,Top,,,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,White,BitFenix Shinobi XL White BFC-SNX-500-WWN1-RP White Steel / Plastic ATX Full Tower Computer Case,No,,,,,,No,1 x SuperCharge 4 x USB...,,BFC-SNX-500-WWN1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,White,BitFenix Shinobi XL Window White Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,1 x SuperCharge 4 x USB...,,BFC-SNX-500-WWW1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix Shinobi XL BFC-SNX-500-KKN1-RP Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,No,1 x SuperCharge 4 x USB...,,BFC-SNX-500-KKN1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix Shinobi XL Window Black Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,1 x SuperCharge 4 x USB...,,BFC-SNX-500-KKW1-RP,,5,,,Bottom,,Full Tower,,,,,,,,
Raidmax,,,1,,1,1,,,RAIDMAX Agusta ATX-605BT Black/Titanium Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,1 x USB 3.0 / 1 x USB 2....,,ATX-605BT,,5,,,Bottom,,Full Tower,,,,,,,,
Rosewill,,,1,,,,,,Rosewill Gaming Computer Case - BLACKHAWK - ATX Mid Tower - Top HDD Dock Side Window Panel 5 Preinstalled Fans,No,,,,,,Yes,2 x USB 3.0 4 x USB2.0,,BlackHawk,,3 (4),,,Bottom,,,,,,,,,,
Ark Technology Inc.,,,1,,,,,,ARK CS-GM02-LF Black Micro ATX and ATX Computer Case,,,,,5,,,,,CS-GM02-LF,1,3,,,,,,460mmx183mmx410mm,,,,,,,
Antec,,,1,,1,,,,Antec Gaming Series One Black Steel ATX Mid Tower Computer Case,No,,,,,,No,,,One,,3,,,Bottom,,,,,,,,,,
NZXT,,,,,1,,,Black/Orange,NEW NZXT H440 STEEL Mid Tower Case. Next Generation 5.25-less Design. Include 4 x 2nd Gen FNv2 Fans High-End WC support USB3.0 Matte BLK/Orange,No,,,,,,Yes,1 x Audio/Mic 2 x USB 2...,,CA-H440W-M2,5,0,,,,,,,,,,,,,
Thermaltake,,,1,,,,,,Thermaltake Core V51 (CA-1C6-00M1WN-00) Black ATX Gaming Mid Tower Computer Case,,,,,,,Transparent Window,,,CA-1C6-00M1WN-00,"5x 2.5""/3.5""",2,,,Bottom,,,,,,,,,,
In Win,,1,,,,,,,In Win BL641 SFF mATX Slim case with IP-S300FF1-0 H Haswell Ready power supply 8cm Fan USB 3.0X2 & USB2.0 x 2 HD audio Air Filter,Yes,,300W Power Supply,,,,,,,BL641.FH300TB3F,2,1,,,,,,,,,,,,,
In Win,,1,,,,,,,In Win BL631 SFF mATX Slim cas with IP-S300FF1-0 H Haswell Ready power supply USB 2.0 x 4 HD audio Air Filter,Yes,Bottom,300W Power Supply,,,,,,,BL631.FH300TB,,1,1,,,,,,,,,,,,
In Win,,1,,,,,,,In Win BL647 SFF mATX Slim case with IP-S300FF1-0 H Haswell Ready power supply 8cm Fan USB 3.0X2 & USB2.0x2 HD audio Air Filter,Yes,,300W Power Supply,,,,,,,BL647.FH300TB3F,2,1,,,,,,,,,,,,,
APEX (SUPERCASE/ALLIED),,1,,,1,,,Black/Blue,APEX TM-302-3 Black/ Silver Steel MicroATX Mid Tower Computer Case 300W Power Supply,Yes,,300W Power Supply,,,,No,,,TM-302-3,,2,,,Top,,,,,,,,,,
In Win,,1,,,,,,,In Win BK623. SFF mATX case with IP-P300BN1-0 H Haswell Ready power supply PPCT USB 2.0 x 4 HD audio Air Filter,SFX 12V form factor,,300W Power Supply,,,,No,,,BK623.BH300TB,,1,,,Bottom,,,,,,,,,,
APEX (SUPERCASE/ALLIED),,1,,,1,1,,,APEX TX-606-U3 Black Steel / Plastic MicroATX Tower Computer Case USB3.0 with USB2.0 Adapter Cable 300W Power Supply,Yes,,300W Power Supply,,,,No,,,TX-606-U3,,2,,,Top,,,,,,,,,,
In Win,,1,,,,,,,IN WIN CE685.FH300TB3 Black MicroATX Slim Case Computer Case comes with a 300W TFX 12V PSU 300W TFX 12V PSU Power Supply,Yes,,300W TFX 12V PSU Power S...,,,,,,,CE685.FH300TB3,1,1,,,,,,,,,,,,,
Antec,,,1,,,,,,Antec VSK-4350E-N ATX Mid Tower Case with 350W Power Supply,Yes,,350W Power Supply,,,,No,,,VSK-4350E-N,,3,,,Top,,,,,,,,,,
In Win,,1,,,1,,,Silver,IN WIN Z583.CH350TB Black / Silver Steel MicroATX Mini Tower Computer Case 350W Power Supply,Yes,,350W Power Supply,,,,No,,,Z583.CH350TB,,2,,,Top,,,,,,,,,,
Rosewill,,,1,,1,,,,Rosewill R536-Red - Black Hot-Dipped Galvanized Steel ATX Mid Tower Computer Case with Red Front Panel and 500W Power Supply,Yes,,,,,,No,2 x USB 3.0 / 2 x USB 2....,,R536-Red,,3,,,Top,,,,,,,,,,
